"","JABA SPACE","","https://jabaspace.co/","","https://www.facebook.com/jabaspacecoworking/","","","","","","","","","hello@jabaspace.co"
"","JA Gabon Mouila","","","x","","","","","Mouila, Gabon","","","","",""
"","Jokkolabs Bamako","","http://www.jokkolabs.net/Bamako","","","","","","Torokorobougou ,  Bamako","","","","<b>Pionnier de l’innovation ouverte, de la transformation digitale et de l’entrepreneuriat social en Afrique, Jokkolabs œuvre à la structuration d’un écosystème où s’opèrent des dynamiques collaboratives porteuses de changement.</b>",""
"","Jokkolabs Dakar","","https://www.jokkolabs.net/senegal/dakar","","https://www.facebook.com/jokkolabsDakar/","","","","Sacré Cœur 3 villa 9653 dakar","","","","Initiative privée à but non lucratif, Jokkolabs ouvre en 2010 l’un des premiers espaces d’innovation du continent Africain parmi 700 pionniers, à l’échelle mondiale, pour entreprendre autrement. Jokkolabs est aujourd’hui un écosystème de l’innovation ouverte, actif en France ( Nanterre et Marseille) et dans 8 pays africains (Bénin, Burkina Faso, Cameroun, Côte d’Ivoire, Mali, Maroc, Gambie et Sénégal).Jokkolabs est un réseau d’espaces d’innovation, un environnement unique où plus de 400 entrepreneurs, créatifs et innovateurs développent leurs activités.Jokkolabs est une communauté d’entrepreneurs partageant des valeurs d’ouverture et de collaboration. Nous offrons un cadre de qualité où ils travaillent, se rencontrent, collaborent, apprennent et s’amusent au sein d’un large réseau virtuel de plus de 10 000 membres. Jokkolabs est un action tank « indépendant » qui recherche des approches innovantes liées à l’économie numérique pour répondre aux enjeux sociaux économique du 21ième siècle.","contact@jokkolabs.co"
"","KhulaTech","","http://www.khulatech.com","","http://www.facebook.com/khulatech","","","","Cotonou Bénin, Vedoko, von funai, immeuble MTN ,  Cotonou","","","","","contact@khulatech.com"
"","Kobo hub","","http://www.kobo-hub.com","","http://facebook.com/kobohubrdc","","","","Immeuble 130, avenue Kwango, Kinshasa (Ref: INA)","","","","Kobo Hub est une plateforme congolaise dédiée à l’accélération de startups et de jeunes entreprises en République Démocratique du Congo.  Kobo Hub participe à la formation et au mentorat de startups pour les aider à grandir.  Nous accompagnons les porteurs de projets en mettant à leur disposition un réseau d’experts pluridisciplinaires, un accès aux compétences, aux ressources et aux infrastructures indispensables au succès et à la croissance de leurs projets.","secretariat@kobo-hub.com"
"","Kufanya","","https://www.facebook.com/kufanyaincub/","","https://www.facebook.com/kufanyaincub/","","","","Rue Mongi Bali, Sfax, Tunisie","","","","<b>  Kufanya </b>est un partenaire d’implémentation de l’organisation international pour les migrations, de l’institut français, de l’ONG Tunisie terre d’asile. Nous sommes membre de reseau de promotion de l’entreprise sociale chabaka et partenaire de l’incubateur pour entreprise sociale en tunisie lab’ess.   ","africabusinessleaders@gmail.com"
"","Lab&#039;ess","","https://www.labess.tn","","https://www.facebook.com/LabessTunisie/","","","","7 Rue du Docteur Alphonse Laveran, Tunis, Tunisie","","","","","contact@labess.tn"
"","LaFactory","","http://www.lafactory.co/","","https://www.facebook.com/LaFactoryByScreenDy/?ref=br_rs","","","","Casablanca, Maroc","","","","","mehdi@lafactory.co // omaima@lafactory.co"
"","LA RENCONTRE DES ENTREPRENEURS-SAS","","http://www.entrepreneursenegal.com","","","","","","AGORA BUSINESS CENTER, VILLA N7 MERMOZ ,  DAKAR","","","","La  Rencontre Des Entrepreneurs (RDE) est le 1èr Accélérateur multisectoriel d'appui et d'accompagnement privé du Sénégal dont la  principale mission consiste à  repérer des PME à fort potentiel pour en faire des champions en leur  donnant accès au capital,  aux meilleures compétences  et   à  un  ensemble de réseau   ",""
"","Le Boukarou","","","x","https://www.facebook.com/LeboukarouOfficiel/","","","","Douala, Cameroun","","","","Au boukarou vous êtes chez vous, venez et ensemble nous allons surmonter les défis qui s'imposent à vous !","contact@leboukarou.digital.com"
"","Lisungi Fablab","","http://lisungifablab.org","","http://lisungi fablab","","","","44 Avenue De La Démocratie, Kinshasa, République démocratique du Congo","","","","Le projet Lisungi FabLab est un atelier de fabrication numérique ouvert à tous. Il a pour but de sensibiliser et développer les compétences numériques des jeunes défavorisés ou en rupture scolaire et des femmes en situation précaire en particulier, en travaillant avec des associations d’encadrement qui leur dispense des formations métiers dans le domaine de l’informatique, l’électronique et la télécommunication. Le projet met en place des actions qui les impliqueront dans la valorisation de leurs compétences, par le biais de l’initiation et la pratique dans différents ateliers. 2 types d’activités sont prévus, notamment les formations à la fabrication numérique et l’accompagnement.","info@lisungifablab.org"
"","Maison de la Petite Entreprise","","http://www.mpetchad.com","","","","","","Quartier Moursal, Boulevard SAO, Rue 5018, B.P.: 111 , N&#039;Djamena","","","","",""
"","Maison de l&#039;entrepreneur Congolais - MEC","","http://www.maisondelentrepreneur.org","x","https://www.facebook.com/maisondelentrepreneurcongolais","","","","8 Avenue de l&#039;Eglise , Quartier Gambela ,  Lubumbashi","","","","La maison de l'entrepreneur Congolais MEC en sigle est une structure d’accompagnement en entrepreneuriat  et innovation basée à Lubumbashi en RDC. Sa  mission est d'accompagner les jeunes entreprises sociales  innovantes en RDC en leur offrant un espace de vie, logistique à moindre coût, des espaces de travail collaboratifs, mise en réseau avec d'autres acteurs de l'écosystème entrepreneurial. Un programme d'incubation répondant aux normes internationales sera également mis en place","mec@maisondelentrepreneur.org"
"","makesense","","http://africa.makesense.org","","","","","","Rue Mermoz, Dakar, Dakar, Sénégal","","","","",""
"","MCISE","","http://Mcise.org","","","","","","Rabat, Maroc","","","","",""
"","MIAWODO","","http://www.entrepreneursdumonde.org","","https://www.facebook.com/miawodo/","","","","Carrefour de la rue 71 et de la rue 232 à Aflao Gakli ,  Lomé","","","","  Miawodo identifie les femmes et jeunes qui possèdent des idées ou des projets novateurs à fort potentiel de croissance et les accompagne à la création et au développement de leurs entreprises afin d’hisser ces entreprises au rang d’entreprises de croissance ou d’impacts à l’échelle nationale.  ","edm.togo@entrepreneursdumonde.org"
"","NextA","","http://www.nexta.mg","","https://www.facebook.com/nextA.mg/","","","","Immeuble Tana Shore - Enceinte Futura Andranomena Antananarivo","","","","<b>NextA</b> est bâtit sur 7 axes d'accompagnement:<ul><li>Mentoring/Coaching</li><li>Formations</li><li>Réseautage </li><li>Activités </li><li>Financement </li><li>Employabilité </li><li>Lieu </li></ul>","contact@nexta.mg"
"","O&#039;Botama","","http://www.obotama.com","","https://www.facebook.com/OBotama2018/","","","","Biyem-Assi, Yaoundé, Cameroun","","","","","contact@obotama.com"
"","OMEDEMA","","http://WWW.OMEDEMA.COM","","","","","","1 Rue de la Mare Adam, Chaville, France","","","","OMEDEMA est une société de conseil à impact dédiée aux entreprises souhaitant développer leurs activités en Afrique ou créer de l’innovation à travers les méthodes développées dans le contexte africain. Nous accompagnons les structures privées et publiques à développer leurs stratégies et nous leurs permettons aussi de créer de la richesse commune. OMEDEMA encourage les initiatives à impact social et sociétal. Notre ambition est d’apporter l’ensemble des outils de la création à la commercialisation pour permettre aux projets d’atteindre le maximum de leur impact. OMEDEMA est un acteur clé pour le développement de vos projets en Afrique de l’ouest francophone. Nous accélérons et sécurisons vos projets de développement, grâce à notre réseau local tissé autour de partenariats stratégiques ainsi que notre réseau de plus de 40 experts en Europe et en Afrique.","CONTACT@OMEDEMA.COM"
"","ORIBI Village","","http://www.oribivillage.com","","https://www.facebook.com/ORIBIVillage/","","","","19 Park Road, Gardens, Cape Town, Afrique du Sud","","","","ORIBI Village is a local initiative aiming at promoting Social Entrepreneurship throughout Cape Town.&nbsp;Through a collaborative co-working space and an Incubator dedicated to Social Projects, ORIBI Village is bridging the gaps caused by social and geographic inequalities while encouraging and popularizing the practice of Social Entrepreneurship as a way of business.<br>Last but not least, ORIBI Village organizes regular talks and events in order to showcase Cape Town's Social Entrepreneurs, network and inspire the community.","hello@oribivillage.com"
"","La Fabrique","","http://www.lafabrique-bf.com","","https://www.facebook.com/lafabriquebf/","","","","Ouagadougou, Burkina Faso","","","","","contact@lafabrique-bf.com"
"","Playlab","","https://www.play-international.org/le-playlab","","","","","","Villa Mamelles Aviation LOT numéro 3 TF ,  Dakar","","","","",""
"","Saboutech","","","x","https://www.facebook.com/saboutech/","","","","Bluezone De Dixinn, Conakry, Guinée","","","","","projetsaboutech@gmail.com"
"","Sira Labs","","https://www.sira-labs.com/","","","","","","Festival Des Glaces, Ouagadougou, Burkina Faso","","","","","contact@sira-labs.com"
"","SM LAB &amp; CO","","http://smlab.cool/","","https://web.facebook.com/SMLabCO","","","","","","","","","contact@smlab.cool"
"","Solidar&#039;IT","","https://solidarit-hub.org","","https://www.facebook.com/SolidarItHub/","","","","Solidar&#039;it, Boulevard Steinmetz, Cotonou, Bénin","","","","Solidar'it est un espace numérique ouvert, un espace de formation et de rencontres autour du numérique associé à un incubateur d’entreprises numériques naissantes.&nbsp; Notre ambition est d’offrir à la jeunesse en quête de savoir un espace de formation et à un groupe de concepteurs de produits numériques, les ressources nécessaires au démarrage d’un projet d’entreprise numérique.  SOLIDAR’IT est porté par le Club Associatif le Club Perspectives +, un Club de Réflexions, de Propositions et d’Actions intervenant dans plusieurs secteurs comme la Santé, l’Education, le Dev Durable, le Numérique et bien d’autres. Avec une entité au BÉNIN, en FRANCE et au CANADA, le Club Perspectives + concrétise depuis près de 10 ans maintenant plusieurs projets avec ses équipes et un reseau de partenaires et de bénévoles performant.",""
"","StartOpp Zone","","http://startoppzone.com","","http://https;//facebook.com/startoppzone","","","","22/121 Atron, N&#039;Djamena","","","","","startoppzone@rjdlt.com"
